Fertilisation_min;Date;Amount_kg_ha;Material
fert244;13.02.2008;30;LAV
fert244;20.03.2008;30;LAV
fert244;29.04.2008;60;LAV
fert245;13.02.2008;30;LAV
fert245;20.03.2008;30;LAV
fert245;29.04.2008;60;LAV
fert245;16.05.2008;40;LAV
fert246;18.03.2009;60;LAV
fert246;07.04.2009;40;LAV
fert247;18.03.2009;60;LAV
fert247;07.04.2009;40;LAV
fert247;29.04.2009;40;LAV
fert248;04.03.2010;60;LAV
fert248;31.03.2010;40;LAV
fert249;04.03.2010;60;LAV
fert249;31.03.2010;40;LAV
fert249;19.04.2010;40;LAV
fert250;16.02.2011;60;LAV
fert250;03.03.2011;50;LAV
fert251;16.02.2011;60;LAV
fert251;03.03.2011;50;LAV
fert251;25.03.2011;50;LAV
fert252;27.02.2012;45;LAV
fert252;20.03.2012;50;LAV
fert252;24.04.2012;7;Fortestim
fert253;27.02.2012;45;LAV
fert253;20.03.2012;50;LAV
fert253;24.04.2012;7;Fortestim
fert253;10.05.2012;40;LAV
fert254;04.03.2013;60;LAV
fert254;26.03.2013;30;LAV
fert255;04.03.2013;60;LAV
fert255;26.03.2013;30;LAV
fert255;21.05.2013;40;LAV
fert256;03.03.2014;60;LAV
fert256;14.04.2014;50;LAV
fert257;03.03.2014;60;LAV
fert257;14.04.2014;50;LAV
fert257;07.05.2014;40;LAV
fert258;04.03.2015;60;LAV
fert258;26.03.2015;50;LAV
fert259;04.03.2015;60;LAV
fert259;26.03.2015;50;LAV
fert259;30.05.2015;40;LAV
fert260;14.03.2016;60;LAV
fert260;07.04.2016;40;LAV
fert261;14.03.2016;60;LAV
fert261;07.04.2016;40;LAV
fert261;19.04.2016;40;LAV
fert262;03.03.2017;50;LAV
fert262;03.04.2017;60;LAV
fert263;03.03.2017;50;LAV
fert263;03.04.2017;60;LAV
fert263;18.05.2017;40;LAV
fert264;15.03.2018;60;LAV
fert264;17.04.2018;60;LAV
fert265;15.03.2018;60;LAV
fert265;17.04.2018;60;LAV
fert265;02.05.2018;40;LAV
fert266;20.02.2019;40;LAV
fert266;04.03.2019;40;LAV
fert266;24.04.2019;60;LAV
fert267;20.02.2019;40;LAV
fert267;04.03.2019;40;LAV
fert267;24.04.2019;60;LAV
fert267;10.05.2019;40;LAV
fert268;05.03.2020;70;LAV
fert268;08.04.2020;32;LAV
fert268;24.04.2020;30;LAV
fert269;05.03.2020;70;LAV
fert269;08.04.2020;32;LAV
fert269;24.04.2020;30;LAV
fert269;13.05.2020;50;LAD+SA
fert270;28.04.2021;40;LAV
fert270;06.05.2021;60;LAV
fert271;28.04.2021;40;LAV
fert271;06.05.2021;60;LAV
fert271;09.06.2021;40;LAV
fert272;04.03.2022;35;LAD
fert272;28.03.2022;35;LAD
fert272;28.04.2022;40;LAD
fert273;04.03.2022;35;LAD
fert273;28.03.2022;35;LAD
fert273;28.04.2022;40;LAD
fert273;23.05.2022;40;LAD
fert274;15.02.2023;40;LAV
fert274;29.03.2023;50;LAV
fert274;29.03.2023;20;SA
fert275;15.02.2023;40;LAV
fert275;29.03.2023;50;LAV
fert275;29.03.2023;20;SA
fert275;05.05.2023;40;LAV
fert276;28.02.2024;40;LAV
fert276;25.03.2024;40;LAD+SA
fert276;03.04.2024;40;LAV
fert277;28.02.2024;40;LAV
fert277;25.03.2024;40;LAD+SA
fert277;03.04.2024;40;LAV
fert277;19.04.2024;40;LAV
fert278;18.08.2006;20;Amofos_NP
fert278;10.04.2006;30;LAV
fert278;25.04.2006;30;LAV
fert278;09.05.2006;50;LAV
fert279;18.08.2006;20;Amofos_NP
fert279;10.04.2006;30;LAV
fert279;25.04.2006;30;LAV
fert279;09.05.2006;50;LAV
fert279;08.06.2006;40;LAV
fert280;19.08.2006;20;Amofos_NP
fert280;07.03.2007;35;LAV
fert280;27.03.2007;35;LAV
fert280;17.04.2007;50;LAV
fert281;19.08.2006;20;Amofos_NP
fert281;07.03.2007;35;LAV
fert281;27.03.2007;35;LAV
fert281;17.04.2007;50;LAV
fert281;21.05.2007;40;LAV
fert282;07.03.2008;35;LAV
fert282;31.03.2008;35;LAV
fert282;29.04.2008;50;LAV
fert283;07.03.2008;20;LAV
fert283;31.03.2008;35;LAV
fert283;29.04.2008;50;LAV
fert284;06.03.2008;40;LAV
fert284;01.04.2008;40;LAV
fert284;29.04.2008;60;LAV
fert285;07.03.2008;35;LAV
fert285;31.03.2008;35;LAV
fert285;29.04.2008;50;LAV
fert285;28.05.2008;40;LAV
fert286;07.03.2008;20;LAV
fert286;31.03.2008;35;LAV
fert286;29.04.2008;50;LAV
fert286;28.05.2008;40;LAV
fert287;06.03.2008;40;LAV
fert287;01.04.2008;40;LAV
fert287;29.04.2008;60;LAV
fert287;28.05.2008;40;LAV
fert288;02.04.2009;35;LAV
fert288;20.04.2009;35;LAV
fert288;05.05.2009;50;LAV
fert289;02.04.2009;35;LAV
fert289;20.04.2009;35;LAV
fert289;05.05.2009;50;LAV
fert289;18.05.2009;40;LAV
fert290;23.03.2010;35;LAV
fert290;12.04.2010;35;LAV
fert290;03.05.2010;50;LAV
fert291;23.03.2010;35;LAV
fert291;12.04.2010;35;LAV
fert291;03.05.2010;50;LAV
fert291;15.06.2010;40;LAV
fert292;09.03.2011;35;LAV
fert292;31.03.2011;35;LAV
fert292;29.04.2011;50;LAV
fert293;09.03.2011;35;LAV
fert293;31.03.2011;35;LAV
fert293;29.04.2011;50;LAV
fert293;02.06.2011;40;LAV
fert294;05.03.2012;40;LAV
fert294;04.04.2012;40;LAV
fert294;03.05.2012;50;LAV
fert295;05.03.2012;40;LAV
fert295;04.04.2012;40;LAV
fert295;03.05.2012;50;LAV
fert295;28.05.2012;40;LAV
fert296;06.03.2013;35;LAV
fert296;15.04.2013;35;LAV
fert296;07.05.2013;50;LAV
fert297;06.03.2013;35;LAV
fert297;15.04.2013;35;LAV
fert297;07.05.2013;50;LAV
fert297;17.06.2013;40;LAV
fert298;07.03.2014;35;DASA
fert298;31.03.2014;35;LAV
fert298;30.04.2014;50;LAV
fert299;07.03.2014;35;DASA
fert299;31.03.2014;35;LAV
fert299;30.04.2014;50;LAV
fert299;21.05.2014;40;LAV
fert300;06.03.2015;30;DASA
fert300;09.04.2015;30;LAV
fert300;24.04.2015;60;LAV
fert301;06.03.2015;30;DASA
fert301;09.04.2015;30;LAV
fert301;24.04.2015;60;LAV
fert301;28.05.2015;40;LAV
fert302;14.03.2016;30;DASA
fert302;06.04.2016;30;LAV
fert302;21.04.2016;50;LAV
fert303;14.03.2016;30;DASA
fert303;06.04.2016;30;LAV
fert303;21.04.2016;50;LAV
fert303;23.05.2016;40;LAV
fert304;09.08.2016;22;NPK
fert304;01.03.2017;30;LAV
fert304;24.03.2017;30;DASA
fert304;21.04.2017;60;LAV
fert305;09.08.2016;22;NPK
fert305;01.03.2017;30;LAV
fert305;24.03.2017;30;DASA
fert305;21.04.2017;60;LAV
fert305;22.05.2017;40;LAV
fert306;19.03.2018;30;LAV
fert306;11.04.2018;30;DASA
fert306;27.04.2018;60;LAV
fert307;19.03.2018;30;LAV
fert307;11.04.2018;30;DASA
fert307;27.04.2018;60;LAV
fert307;22.05.2018;40;LAV
fert308;25.02.2019;35;LAV
fert308;19.03.2019;35;LAV
fert308;25.04.2019;60;DASA
fert309;25.02.2019;35;LAV
fert309;19.03.2019;35;LAV
fert309;25.04.2019;60;DASA
fert309;04.06.2019;40;LAV
fert310;05.03.2020;35;LAV
fert310;24.03.2020;35;LAV
fert310;27.04.2020;60;DASA
fert311;05.03.2020;35;LAV
fert311;24.03.2020;35;LAV
fert311;27.04.2020;60;DASA
fert311;02.06.2020;40;LAV
fert312;02.03.2021;35;LAV
fert312;25.03.2021;35;LAV
fert312;05.05.2021;60;DASA
fert313;02.03.2021;35;LAV
fert313;25.03.2021;35;LAV
fert313;05.05.2021;60;DASA
fert313;15.06.2021;40;LAV
fert314;28.02.2022;35;LAV
fert314;25.03.2022;35;LAV
fert314;05.05.2022;60;DASA
fert315;28.02.2022;35;LAV
fert315;25.03.2022;35;LAV
fert315;05.05.2022;60;DASA
fert315;27.05.2022;40;LAV
fert316;28.02.2023;35;LAV
fert316;21.03.2023;35;LAV
fert316;04.05.2023;60;DASA
fert317;28.02.2023;35;LAV
fert317;21.03.2023;35;LAV
fert317;04.05.2023;60;DASA
fert317;23.05.2023;40;LAV
fert318;29.02.2024;35;LAV
fert318;19.03.2024;35;LAV
fert318;09.04.2024;60;DASA
fert319;29.02.2024;35;LAV
fert319;19.03.2024;35;LAV
fert319;09.04.2024;60;DASA
fert319;09.05.2024;40;LAV
fert320;05.03.2015;45;DASA
fert320;25.03.2015;25;LAV
fert320;28.04.2015;30;LAV
fert321;05.03.2015;45;DASA
fert321;25.03.2015;25;LAV
fert321;28.04.2015;30;LAV
fert321;19.05.2015;25;LAV
fert322;04.10.2005;30;SA
fert322;24.03.2006;30;LAV
fert322;25.04.2006;50;LAV
fert323;04.10.2005;30;SA
fert323;24.03.2006;30;LAV
fert323;25.04.2006;50;LAV
fert323;19.05.2006;40;LAV
fert324;30.09.2006;40;SA
fert324;28.03.2007;40;LAV
fert325;30.09.2006;40;SA
fert325;28.03.2007;40;LAV
fert325;10.05.2007;40;LAV
fert326;24.09.2007;30;SA
fert326;28.02.2008;50;LAV
fert326;10.04.2008;40;LAV
fert327;24.09.2007;30;SA
fert327;28.02.2008;50;LAV
fert327;10.04.2008;40;LAV
fert327;15.05.2008;40;LAV
fert328;02.04.2009;50;LAV
fert328;23.04.2009;50;LAV
fert329;02.04.2009;50;LAV
fert329;23.04.2009;50;LAV
fert329;18.05.2009;40;LAV
fert330;02.04.2010;60;LAV
fert330;22.04.2010;50;LAV
fert331;02.04.2010;60;LAV
fert331;22.04.2010;50;LAV
fert331;04.06.2010;40;LAV
fert332;08.03.2011;50;LAV
fert332;19.04.2011;60;LAV
fert333;08.03.2011;50;LAV
fert333;19.04.2011;60;LAV
fert333;23.05.2011;40;LAV
fert334;05.03.2012;50;LAV
fert334;23.04.2012;50;LAV
fert335;05.03.2012;50;LAV
fert335;23.04.2012;50;LAV
fert335;15.05.2012;40;LAV
fert336;05.03.2013;60;LAV
fert336;26.04.2013;50;LAV
fert337;05.03.2013;60;LAV
fert337;26.04.2013;50;LAV
fert337;17.05.2013;40;LAV
fert338;13.03.2014;60;DASA
fert338;02.04.2014;50;LAV
fert339;13.03.2014;60;DASA
fert339;02.04.2014;50;LAV
fert339;13.05.2014;40;LAV
fert340;20.02.2015;30;DASA
fert340;09.03.2015;20;LAV
fert340;08.04.2015;60;LAV
fert341;20.02.2015;30;DASA
fert341;09.03.2015;20;LAV
fert341;08.04.2015;60;LAV
fert341;25.05.2015;40;LAV
fert342;26.02.2016;40;DASA
fert342;29.03.2016;60;LAV
fert343;26.02.2016;40;DASA
fert343;29.03.2016;60;LAV
fert343;26.05.2016;40;LAV
fert344;28.02.2017;30;LAV
fert344;13.03.2017;20;DASA
fert344;10.04.2017;60;LAV
fert345;28.02.2017;30;LAV
fert345;13.03.2017;20;DASA
fert345;10.04.2017;60;LAV
fert345;16.05.2017;40;LAV
fert346;13.03.2018;30;DASA
fert346;27.03.2018;20;LAD
fert346;29.04.2018;60;LAD
fert347;13.03.2018;30;DASA
fert347;27.03.2018;20;LAD
fert347;29.04.2018;60;LAD
fert347;03.05.2018;40;LAV
fert348;25.02.2019;30;LAD
fert348;15.03.2019;20;LAV
fert348;25.04.2019;60;DASA
fert349;25.02.2019;30;LAD
fert349;15.03.2019;20;LAV
fert349;25.04.2019;60;DASA
fert349;07.05.2019;40;LAD
fert350;17.02.2020;30;LAD
fert350;10.03.2020;10;LAV
fert350;07.04.2020;30;DASA
fert350;07.04.2020;30;LAD
fert351;17.02.2020;30;LAD
fert351;10.03.2020;10;LAV
fert351;07.04.2020;30;DASA
fert351;07.04.2020;30;LAD
fert351;07.05.2020;40;LAD
fert352;08.03.2021;50;LAD
fert352;27.04.2021;60;DASA
fert353;08.03.2021;50;LAD
fert353;27.04.2021;60;DASA
fert353;07.05.2021;40;LAV
fert354;22.02.2022;27;LAV
fert354;15.03.2022;23;LAV
fert354;27.04.2022;60;DASA
fert355;22.02.2022;27;LAV
fert355;15.03.2022;23;LAV
fert355;27.04.2022;60;DASA
fert355;13.05.2022;40;LAD
fert356;27.02.2023;23;LAD
fert356;17.03.2023;27;LAV
fert356;13.04.2023;60;DASA
fert357;27.02.2023;23;LAD
fert357;17.03.2023;27;LAV
fert357;13.04.2023;60;DASA
fert357;03.05.2023;40;LAV
fert358;22.02.2024;50;LAV
fert358;04.04.2024;60;DASA
fert359;22.02.2024;50;LAV
fert359;04.04.2024;60;DASA
fert359;30.04.2024;40;LAD
fert360;03.04.2006;30;LAV
fert360;18.04.2006;30;LAV
fert360;02.05.2006;50;LAV
fert361;03.04.2006;30;LAV
fert361;18.04.2006;30;LAV
fert361;02.05.2006;50;LAV
fert361;13.06.2006;40;LAV
fert362;09.03.2007;50;LAV
fert362;02.04.2007;20;LAV
fert362;26.04.2007;30;LAV
fert363;09.03.2007;50;LAV
fert363;02.04.2007;20;LAV
fert363;26.04.2007;30;LAV
fert363;21.05.2007;40;LAV
fert364;27.02.2008;50;LAV
fert364;31.03.2008;30;LAV
fert364;12.05.2008;20;LAV
fert365;27.02.2008;50;LAV
fert365;31.03.2008;30;LAV
fert365;12.05.2008;20;LAV
fert365;29.05.2008;40;LAV
fert366;28.03.2009;50;LAV
fert366;14.04.2009;20;LAV
fert366;04.05.2009;30;LAV
fert367;28.03.2009;50;LAV
fert367;14.04.2009;20;LAV
fert367;04.05.2009;30;LAV
fert367;22.05.2009;40;LAV
fert368;25.03.2010;54;LAV
fert368;29.04.2010;50;LAV
fert369;25.03.2010;54;LAV
fert369;29.04.2010;50;LAV
fert369;02.06.2010;40;LAV
fert370;12.03.2011;50;LAV
fert370;28.04.2011;50;LAV
fert371;12.03.2011;50;LAV
fert371;28.04.2011;50;LAV
fert371;26.05.2011;40;LAV
fert372;14.03.2012;60;LAV
fert372;04.05.2012;60;LAV
fert373;14.03.2012;60;LAV
fert373;04.05.2012;60;LAV
fert373;28.05.2012;40;LAV
fert374;20.04.2006;45;LAV
fert374;02.05.2006;35;LAV
fert374;15.05.2006;30;LAV
fert375;20.04.2006;45;LAV
fert375;02.05.2006;35;LAV
fert375;15.05.2006;30;LAV
fert375;14.06.2006;40;LAV
fert376;12.03.2007;35;LAV
fert376;28.03.2007;35;LAV
fert376;20.04.2007;60;LAV
fert377;12.03.2007;35;LAV
fert377;28.03.2007;35;LAV
fert377;20.04.2007;60;LAV
fert377;24.05.2007;40;LAV
fert378;11.03.2008;40;LAV
fert378;01.04.2008;40;LAV
fert378;29.04.2008;50;LAV
fert379;11.03.2008;40;LAV
fert379;01.04.2008;40;LAV
fert379;29.04.2008;50;LAV
fert379;04.06.2008;40;LAV
fert380;02.04.2009;40;LAV
fert380;14.04.2009;40;LAV
fert380;29.04.2009;50;LAV
fert381;02.04.2009;40;LAV
fert381;14.04.2009;40;LAV
fert381;29.04.2009;50;LAV
fert381;25.05.2009;40;LAV
fert382;29.03.2010;40;LAV
fert382;06.04.2010;40;LAV
fert382;29.04.2010;50;LAV
fert383;29.03.2010;40;LAV
fert383;06.04.2010;40;LAV
fert383;29.04.2010;50;LAV
fert383;14.05.2010;40;LAV
fert384;09.03.2011;40;LAV
fert384;16.03.2011;40;LAV
fert384;12.04.2011;50;LAV
fert385;09.03.2011;40;LAV
fert385;16.03.2011;40;LAV
fert385;12.04.2011;50;LAV
fert385;27.04.2011;40;LAV
fert386;05.03.2012;40;LAV
fert386;14.03.2012;40;LAV
fert386;20.04.2012;50;LAV
fert387;05.03.2012;40;LAV
fert387;14.03.2012;40;LAV
fert387;20.04.2012;50;LAV
fert387;03.05.2012;40;LAV
fert388;05.03.2013;40;LAV
fert388;15.03.2013;40;LAV
fert388;29.04.2013;50;LAV
fert389;05.03.2013;40;LAV
fert389;15.03.2013;40;LAV
fert389;29.04.2013;50;LAV
fert389;10.05.2013;40;LAV
fert390;27.02.2014;40;LAV
fert390;07.03.2014;40;LAV
fert390;18.04.2014;50;LAV
fert391;27.02.2014;40;LAV
fert391;07.03.2014;40;LAV
fert391;18.04.2014;50;LAV
fert391;05.05.2014;40;LAV
fert392;27.02.2015;35;DASA
fert392;09.03.2015;35;LAV
fert392;16.04.2015;60;LAV
fert393;27.02.2015;35;DASA
fert393;09.03.2015;35;LAV
fert393;16.04.2015;60;LAV
fert393;04.05.2015;40;LAV
fert394;10.03.2016;40;DASA
fert394;30.03.2016;40;LAV
fert394;21.04.2016;50;LAV
fert395;10.03.2016;35;DASA
fert395;30.03.2016;35;LAV
fert395;21.04.2016;60;LAV
fert396;10.03.2016;40;DASA
fert396;30.03.2016;40;LAV
fert396;21.04.2016;50;LAV
fert396;05.05.2016;40;LAV
fert397;10.03.2016;35;DASA
fert397;30.03.2016;35;LAV
fert397;21.04.2016;60;LAV
fert397;05.05.2016;40;LAV
fert398;03.03.2017;35;DASA
fert398;27.03.2017;35;LAV
fert398;10.05.2017;60;LAV
fert399;03.03.2017;35;DASA
fert399;27.03.2017;35;LAV
fert399;10.05.2017;60;LAV
fert399;22.05.2017;40;LAV
fert400;23.03.2018;35;DASA
fert400;09.04.2018;35;LAV
fert400;03.05.2018;60;LAV
fert401;23.03.2018;35;DASA
fert401;09.04.2018;35;LAV
fert401;03.05.2018;60;LAV
fert401;07.05.2018;40;LAV
fert402;28.02.2019;35;LAV
fert402;21.03.2019;35;LAV
fert402;29.04.2019;60;DASA
fert403;28.02.2019;35;LAV
fert403;21.03.2019;35;LAV
fert403;29.04.2019;60;DASA
fert403;13.05.2019;40;LAV
fert404;05.03.2020;35;LAV
fert404;24.03.2020;35;LAV
fert404;22.04.2020;60;DASA
fert405;05.03.2020;35;LAV
fert405;24.03.2020;35;LAV
fert405;22.04.2020;60;DASA
fert405;07.05.2020;40;LAV
fert406;02.03.2021;35;LAV
fert406;29.03.2021;35;LAV
fert406;10.05.2021;60;DASA
fert407;02.03.2021;35;LAV
fert407;29.03.2021;35;LAV
fert407;10.05.2021;60;DASA
fert407;26.05.2021;40;LAV
fert408;02.03.2022;35;LAV
fert408;23.03.2022;35;LAV
fert408;04.05.2022;60;DASA
fert409;02.03.2022;35;LAV
fert409;23.03.2022;35;LAV
fert409;04.05.2022;60;DASA
fert409;19.05.2022;40;LAV
fert410;07.03.2023;35;LAV
fert410;22.03.2023;35;LAV
fert410;03.05.2023;60;DASA
fert411;07.03.2023;35;LAV
fert411;22.03.2023;35;LAV
fert411;03.05.2023;60;DASA
fert411;18.05.2023;40;LAV
fert412;08.03.2024;35;LAV
fert412;19.03.2024;35;LAV
fert412;12.04.2024;60;DASA
fert413;08.03.2024;35;LAV
fert413;19.03.2024;35;LAV
fert413;12.04.2024;60;DASA
fert413;26.04.2024;40;LAV
fert414;09.03.2015;47;DASA
fert414;23.03.2015;23;LAV
fert414;02.05.2015;60;LAV
fert415;09.03.2015;47;DASA
fert415;23.03.2015;23;LAV
fert415;02.05.2015;60;LAV
fert415;25.05.2015;41;LAV
fert416;08.04.2006;52;LAV
fert416;20.04.2006;19;LAV
fert416;11.05.2006;41;LAV
fert417;08.04.2006;52;LAV
fert417;20.04.2006;19;LAV
fert417;11.05.2006;41;LAV
fert417;14.06.2006;43;LAV
fert418;13.03.2007;35;LAV
fert418;28.03.2007;31;LAV
fert418;23.04.2007;38;LAV
fert419;13.03.2007;35;LAV
fert419;28.03.2007;31;LAV
fert419;23.04.2007;38;LAV
fert419;25.05.2007;39;LAV
fert420;26.02.2008;36;LAV
fert420;18.03.2008;20;LAV
fert420;24.04.2008;50;LAV
fert421;26.02.2008;36;LAV
fert421;18.03.2008;20;LAV
fert421;24.04.2008;50;LAV
fert421;05.06.2008;50;LAV
fert422;25.03.2009;33;LAV
fert422;08.04.2009;31;LAV
fert422;11.05.2009;54;LAV
fert423;25.03.2009;33;LAV
fert423;08.04.2009;31;LAV
fert423;11.05.2009;54;LAV
fert423;28.05.2009;43;LAV
fert424;23.03.2010;33;LAV
fert424;08.04.2010;29;LAV
fert424;05.06.2010;38;LAV
fert425;23.03.2010;33;LAV
fert425;08.04.2010;29;LAV
fert425;05.06.2010;38;LAV
fert425;16.06.2010;40;LAV
fert426;03.09.2010;26;DAM
fert426;09.03.2011;26;LAV
fert426;24.03.2011;27;LAV
fert426;17.05.2011;51;LAV
fert427;03.09.2010;26;DAM
fert427;09.03.2011;26;LAV
fert427;24.03.2011;27;LAV
fert427;17.05.2011;51;LAV
fert427;02.06.2011;40;LAV
fert428;05.03.2012;34;LAV
fert428;21.03.2012;15;LAV
fert428;16.05.2012;49;LAV
fert429;05.03.2012;34;LAV
fert429;21.03.2012;15;LAV
fert429;16.05.2012;49;LAV
fert429;06.06.2012;40;LAV
fert430;18.04.2013;38;LAV
fert430;25.04.2013;13;LAV
fert430;17.05.2013;51;LAV
fert431;18.04.2013;38;LAV
fert431;25.04.2013;13;LAV
fert431;17.05.2013;51;LAV
fert431;19.06.2013;40;LAV
fert432;07.03.2014;49;DASA
fert432;31.03.2014;49;LAV
fert433;07.03.2014;49;DASA
fert433;31.03.2014;49;LAV
fert433;11.06.2014;37;LAV
fert434;10.03.2015;37;DASA
fert434;13.04.2015;53;LAV
fert434;11.05.2015;33;LAV
fert435;10.03.2015;37;DASA
fert435;13.04.2015;53;LAV
fert435;11.05.2015;33;LAV
fert435;28.05.2015;42;LAV
fert436;14.03.2016;40;DASA
fert436;19.04.2016;51;LAV
fert436;16.05.2016;32;LAV
fert437;14.03.2016;40;DASA
fert437;19.04.2016;51;LAV
fert437;16.05.2016;32;LAV
fert437;27.05.2016;37;LAV
fert438;13.03.2017;40;LAV
fert438;05.05.2017;50;DASA
fert438;19.05.2017;30;LAV
fert439;13.03.2017;40;LAV
fert439;05.05.2017;50;DASA
fert439;19.05.2017;30;LAV
fert439;08.06.2017;40;LAV
fert440;23.03.2018;40;DASA
fert440;27.04.2018;50;LAV
fert440;10.05.2018;30;LAV
fert441;23.03.2018;40;DASA
fert441;27.04.2018;50;LAV
fert441;10.05.2018;30;LAV
fert441;23.05.2018;40;LAV
fert442;19.03.2019;40;LAV
fert442;08.04.2019;50;DASA
fert442;02.05.2019;30;DASA
fert443;19.03.2019;40;LAV
fert443;08.04.2019;50;DASA
fert443;02.05.2019;30;DASA
fert443;30.05.2019;40;LAV
fert444;06.03.2020;40;LAV
fert444;20.04.2020;50;DASA
fert444;11.05.2020;30;DASA
fert445;06.03.2020;40;LAV
fert445;20.04.2020;50;DASA
fert445;11.05.2020;30;DASA
fert445;22.05.2020;40;LAV
fert446;11.03.2021;45;LAV
fert446;10.05.2021;50;DASA
fert446;26.05.2021;30;LAV
fert447;11.03.2021;45;LAV
fert447;10.05.2021;50;DASA
fert447;26.05.2021;30;LAV
fert447;03.06.2021;40;LAV
fert448;02.03.2022;40;LAV
fert448;29.04.2022;50;DASA
fert448;13.05.2022;30;LAV
fert449;02.03.2022;40;LAV
fert449;29.04.2022;50;DASA
fert449;13.05.2022;30;LAV
fert449;20.05.2022;40;LAV
fert450;28.03.2022;35;LAV
fert450;21.03.2023;35;LAV
fert450;04.05.2023;60;DASA
fert451;30.03.2023;60;DASA
fert451;12.05.2023;30;LAV
fert452;28.03.2022;35;LAV
fert452;21.03.2023;35;LAV
fert452;04.05.2023;60;DASA
fert452;23.05.2023;40;LAV
fert453;30.03.2023;60;DASA
fert453;12.05.2023;30;LAV
fert453;22.05.2023;40;LAV
fert454;19.03.2024;60;DASA
fert454;12.04.2024;30;LAV
fert455;19.03.2024;60;DASA
fert455;12.04.2024;30;LAV
fert455;30.04.2024;40;LAV
fert456;05.04.2006;50;LAV
fert456;02.05.2006;30;LAV
fert457;05.04.2006;50;LAV
fert457;02.05.2006;30;LAV
fert457;22.05.2006;40;LAV
fert458;16.03.2007;60;LAV
fert458;05.04.2007;50;LAV
fert459;16.03.2007;60;LAV
fert459;05.04.2007;50;LAV
fert459;19.04.2007;40;LAV
fert460;25.03.2008;60;LAV
fert460;22.04.2008;50;LAV
fert461;25.03.2008;60;LAV
fert461;22.04.2008;50;LAV
fert461;04.06.2008;40;LAV
fert462;23.03.2009;50;LAV
fert462;24.04.2009;50;LAV
fert463;23.03.2009;50;LAV
fert463;24.04.2009;50;LAV
fert463;08.06.2009;40;LAV
fert464;26.03.2010;50;LAV
fert464;22.04.2010;50;LAV
fert465;26.03.2010;50;LAV
fert465;22.04.2010;50;LAV
fert465;14.06.2010;40;LAV
fert466;31.03.2011;30;LAV
fert466;02.05.2011;30;LAV
fert467;21.08.2010;30;NPK
fert467;31.03.2011;30;LAV
fert467;02.05.2011;30;LAV
fert468;31.03.2011;30;LAV
fert468;02.05.2011;30;LAV
fert468;31.05.2011;40;LAV
fert469;21.08.2010;30;NPK
fert469;31.03.2011;30;LAV
fert469;02.05.2011;30;LAV
fert469;31.05.2011;40;LAV
fert470;05.03.2012;50;LAV
fert470;23.03.2012;30;LAV
fert471;15.03.2012;40;LAV
fert471;23.03.2012;30;LAV
fert472;15.03.2012;50;LAV
fert472;23.03.2012;30;LAV
fert473;05.03.2012;50;LAV
fert473;23.03.2012;30;LAV
fert473;31.05.2012;40;LAV
fert474;15.03.2012;40;LAV
fert474;23.03.2012;30;LAV
fert474;31.05.2012;40;LAV
fert475;15.03.2012;50;LAV
fert475;23.03.2012;30;LAV
fert475;31.05.2012;40;LAV
fert476;15.03.2013;40;LAV
fert476;18.05.2013;30;LAV
fert477;15.03.2013;40;LAV
fert477;18.05.2013;30;LAV
fert477;07.06.2013;40;LAV
fert478;27.02.2014;30;DASA
fert478;11.04.2014;30;LAV
fert479;27.02.2014;30;DASA
fert479;11.04.2014;30;LAV
fert479;26.05.2014;40;LAV
fert480;13.03.2015;40;DASA
fert480;29.04.2015;30;LAV
fert480;18.05.2015;20;LAV
fert481;13.03.2015;40;DASA
fert481;29.04.2015;30;LAV
fert481;18.05.2015;20;LAV
fert481;25.05.2015;30;LAV
fert482;23.03.2016;40;DASA
fert483;29.03.2016;40;DASA
fert483;04.05.2016;50;LAV
fert484;23.03.2016;40;DASA
fert484;26.05.2016;40;LAV
fert485;29.03.2016;40;DASA
fert485;04.05.2016;50;LAV
fert485;26.05.2016;40;LAV
fert486;08.03.2017;40;DASA
fert486;07.05.2017;50;LAV
fert486;22.05.2017;30;LAV
fert487;08.03.2017;40;DASA
fert487;07.05.2017;50;LAV
fert487;22.05.2017;30;LAV
fert487;02.06.2017;40;LAV
fert488;02.03.2018;40;DASA
fert488;23.04.2018;40;LAV
fert489;02.03.2018;40;DASA
fert489;23.04.2018;40;LAV
fert489;18.05.2018;40;LAV
fert490;21.03.2019;40;LAV
fert490;24.04.2019;50;LAV
fert491;21.03.2019;40;LAV
fert491;24.04.2019;50;LAV
fert491;03.06.2019;40;LAV
fert492;10.03.2020;40;LAV
fert492;07.04.2020;40;DASA
fert493;10.03.2020;40;LAV
fert493;07.04.2020;40;DASA
fert493;01.06.2020;40;LAV
fert494;08.03.2021;40;DASA
fert494;04.05.2021;40;LAV
fert495;08.03.2021;40;DASA
fert495;04.05.2021;40;LAV
fert495;03.06.2021;40;LAV
fert496;02.03.2022;40;DASA
fert496;04.05.2022;40;LAV
fert497;02.03.2022;40;DASA
fert497;04.05.2022;40;LAV
fert497;20.05.2022;40;LAV
fert498;21.03.2023;40;LAD
fert498;20.04.2023;40;LAV
fert499;21.03.2023;40;LAD
fert499;20.04.2023;40;LAV
fert499;23.05.2023;40;LAD
fert500;06.03.2024;40;DASA
fert500;16.04.2024;40;LAD
fert501;14.03.2024;40;DASA
fert501;11.04.2024;50;LAV
fert502;06.03.2024;40;DASA
fert502;16.04.2024;40;LAD
